,car,price,body,mileage,engV,engType,registration,year,model,drive
3023,Skoda,8000.0,sedan,126,1.8,Gas,yes,2008,Octavia,front
3024,Volkswagen,17000.0,other,184,3.6,Petrol,yes,2008,Passat B6,full
3025,Mercedes-Benz,6500.0,other,215,2.2,Diesel,yes,2000,Vito ïàññ.,front
3026,Opel,18900.0,sedan,69,2.0,Petrol,yes,2011,Insignia,front
3027,Toyota,30000.0,crossover,85,2.7,Gas,yes,2010,Land Cruiser Prado,full
3028,Ford,7500.0,hatch,138,1.4,Petrol,yes,2008,Focus,front
3029,Smart,3400.0,other,125,0.6,Petrol,yes,2000,Fortwo,rear
3030,Mercedes-Benz,7500.0,sedan,350,2.2,Diesel,yes,2003,Sprinter 208 ïàññ.,front
3031,Chevrolet,4500.0,sedan,135,1.6,Gas,yes,2007,Aveo,front
3032,Opel,5350.0,sedan,250,2.2,Gas,yes,2000,Omega,rear
3033,Opel,4500.0,van,184,1.3,Diesel,yes,2011,Combo ãðóç.,front
3034,BMW,26000.0,crossover,270,4.8,Petrol,yes,2008,X5,full
3035,Hyundai,5350.0,hatch,115,1.4,Petrol,yes,2007,Getz,front
3036,BMW,35500.0,sedan,67,3.0,Petrol,yes,2011,535,rear
3037,Daewoo,3950.0,hatch,66,,Other,yes,2013,Matiz,front
3038,Renault,4200.0,van,220,1.5,Diesel,yes,2004,Kangoo ïàññ.,front
3039,Volkswagen,8950.0,van,170,1.6,Diesel,yes,2013,Caddy ãðóç.,front
3040,Mercedes-Benz,11500.0,van,381,2.2,Diesel,yes,2006,Vito ïàññ.,rear
3041,Skoda,6500.0,hatch,260,1.6,Gas,yes,2003,Octavia,front
3042,Hyundai,10900.0,sedan,44,1.4,Petrol,yes,2013,i30,front
3043,Skoda,7500.0,sedan,105,1.6,Diesel,no,2012,Octavia A5,front
3044,Hyundai,5900.0,sedan,99,1.4,Petrol,yes,2009,Accent,front
3045,Kia,8500.0,crossover,129,2.0,Gas,yes,2006,Sportage,front
3046,BMW,0.0,crossover,200,3.0,Diesel,yes,2009,X5,full
3047,Hyundai,5950.0,hatch,200,1.4,Petrol,yes,2005,Getz,front
3048,Daewoo,4000.0,hatch,72,0.8,Petrol,yes,2008,Matiz,front
3049,Renault,5600.0,vagon,117,1.5,Diesel,yes,2008,Kangoo ïàññ.,front
3050,BMW,37000.0,crossover,186,5.0,Petrol,yes,2008,X6,full
3051,BMW,3000.0,sedan,190,2.0,Petrol,no,2000,520,rear
3052,Hyundai,6500.0,hatch,137,1.4,Gas,yes,2007,Getz,front
3053,ZAZ,1300.0,vagon,70,1.2,Petrol,yes,2003,1102 Òàâðèÿ,front
3054,Daewoo,3400.0,sedan,133,1.3,Gas,yes,2005,Sens,front
3055,Renault,5500.0,sedan,153,1.6,Other,yes,2006,Megane,front
3056,Renault,3900.0,van,202,1.9,Diesel,yes,2001,Kangoo ïàññ.,front
3057,BMW,1750.0,vagon,200,2.0,Petrol,no,2000,520,rear
3058,Nissan,9300.0,crossover,100,2.5,Petrol,yes,2006,X-Trail,full
3059,Opel,3750.0,sedan,1,2.0,Petrol,yes,1995,Omega,rear
3060,SsangYong,12400.0,crossover,73,2.0,Diesel,yes,2011,Korando,front
3061,Daewoo,3200.0,sedan,172,1.3,Gas,yes,2006,Sens,front
3062,Nissan,3600.0,crossover,230,2.2,Diesel,no,2002,X-Trail,full
3063,VAZ,3900.0,hatch,109,1.6,Petrol,yes,2008,2172,front
3064,Volkswagen,9000.0,hatch,120,1.2,Diesel,yes,2012,Polo,front
3065,Renault,0.0,van,220,2.0,Diesel,yes,2008,Trafic ïàññ.,
3066,Audi,3000.0,van,11,1.9,Diesel,no,1999,A6,
3067,Renault,7600.0,van,183,1.9,Diesel,yes,2006,Trafic ïàññ.,front
3068,Renault,7750.0,van,70,1.5,Diesel,yes,2014,Kangoo ãðóç.,
3069,Renault,12350.0,sedan,64,2.0,Gas,yes,2011,Fluence,front
3070,Daewoo,4777.0,sedan,115,1.5,Gas,yes,2005,Lanos,front
3071,Toyota,17835.0,crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado,full
3072,Opel,12950.0,van,230,2.5,Diesel,yes,2008,Vivaro ïàññ.,front
3073,Kia,9500.0,sedan,98,1.6,Petrol,yes,2011,Cerato,front
3074,Volkswagen,11500.0,sedan,70,,Other,yes,2014,Polo,front
3075,BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,M5,full
3076,Skoda,8800.0,hatch,190,2.0,Petrol,yes,2008,Octavia A5,front
3077,Chevrolet,5400.0,crossover,67,1.7,Petrol,yes,2006,Niva,full
3078,Daewoo,2700.0,sedan,158,1.3,Gas,yes,2005,Sens,front
3079,Skoda,7600.0,sedan,160,,Other,no,2011,Octavia A5,
3080,BMW,12000.0,crossover,218,3.0,Diesel,no,2006,X5,full
3081,Audi,2100.0,vagon,275,2.5,Diesel,no,1998,A4,full
3082,Audi,2799.0,vagon,390,1.9,Diesel,no,1998,A6,front
3083,Chevrolet,8500.0,sedan,67,1.5,Gas,yes,2011,Aveo,front
3084,Skoda,5000.0,sedan,230,2.0,Petrol,yes,2001,Octavia,front
3085,Skoda,10950.0,sedan,125,1.6,Gas,yes,2011,Octavia A5,front
3086,Kia,10500.0,vagon,39,1.6,Petrol,yes,2011,Soul,
3087,Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,A6,front
3088,Honda,12100.0,hatch,95,1.8,Petrol,yes,2010,Civic,front
3089,SsangYong,11800.0,crossover,51,2.0,Diesel,yes,2011,Actyon,full
3090,Volkswagen,6000.0,van,200,2.0,Diesel,yes,2008,Caddy ãðóç.,front
3091,Ford,16400.0,crossover,87,2.5,Petrol,yes,2010,Kuga,full
3092,Mercedes-Benz,19600.0,van,127,1.8,Diesel,yes,2013,B 180,front
3093,Mitsubishi,12400.0,sedan,52,1.6,Petrol,yes,2013,Lancer X,front
3094,Volkswagen,14800.0,other,177,2.0,Diesel,yes,2012,T5 (Transporter) ãðóç,
3095,Mercedes-Benz,11999.0,other,215,2.2,Diesel,yes,2007,Vito ïàññ.,rear
3096,Mercedes-Benz,23999.0,other,150,,Diesel,yes,2010,Vito ïàññ.,
3097,Opel,9700.0,other,230,2.5,Diesel,yes,2008,Vivaro ïàññ.,front
3098,Skoda,9500.0,hatch,84,1.6,Petrol,yes,2008,Octavia Tour,front
3099,Skoda,5500.0,hatch,120,1.2,Petrol,yes,2006,Fabia,front
3100,Audi,64400.0,other,41,,Other,yes,2014,A8,
3101,GAZ,2778.75,sedan,110,2.5,Petrol,yes,2004,31105,rear
3102,Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006,Galant,front
3103,Mercedes-Benz,177777.0,crossover,0,5.5,Petrol,yes,2016,G 63 AMG,full
3104,Ford,16700.0,crossover,145,2.5,Gas,yes,2010,Kuga,full
3105,Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998,Golf IV,front
3106,Hyundai,4200.0,sedan,135,1.6,Gas,yes,2010,Elantra,front
3107,Opel,6950.0,hatch,127,1.6,Petrol,yes,2008,Astra H,
3108,Subaru,15800.0,crossover,82,2.0,Petrol,yes,2012,Forester,full
3109,Daewoo,3999.0,sedan,227,1.6,Gas,yes,2004,Nubira,
3110,Volkswagen,8500.0,van,230,1.9,Diesel,yes,2008,Caddy ãðóç.,front
3111,Opel,13999.0,van,180,2.0,Diesel,yes,2012,Vivaro ïàññ.,front
3112,Subaru,38900.0,crossover,0,2.0,Diesel,yes,2016,Forester,full
3113,Opel,2600.0,other,369,2.0,Petrol,yes,1991,Vectra A,front
3114,Suzuki,9888.0,crossover,140,2.0,Petrol,yes,2007,Grand Vitara,full
3115,Audi,10000.0,sedan,206,2.5,Diesel,yes,2003,A6,front
3116,Audi,8000.0,vagon,200,2.7,Diesel,yes,2006,A6,front
3117,Audi,4000.0,sedan,380,2.8,Petrol,yes,1997,A6,full
3118,Hyundai,12200.0,crossover,118,2.0,Gas,yes,2011,Tucson,front
3119,Mazda,8050.0,sedan,140,2.0,Petrol,yes,2007,6,front
3120,Renault,13999.0,van,180,2.0,Diesel,yes,2012,Trafic ïàññ.,front
3121,VAZ,1200.0,sedan,200,1.3,Petrol,yes,1996,2105,rear
3122,Dacia,4399.0,sedan,147,1.4,Petrol,yes,2007,Logan,front
3123,Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002,Vito ïàññ.,
3124,Toyota,14900.0,crossover,288,4.7,Gas,yes,2000,Land Cruiser 100,full
3125,Volkswagen,15900.0,other,160,1.8,Petrol,yes,2010,Passat B6,front
3126,Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004,Passat B5,full
3127,BMW,6500.0,sedan,311,2.0,Gas,yes,1998,520,rear
3128,Volkswagen,7700.0,sedan,180,1.8,Petrol,yes,2004,Passat B5,front
3129,Mitsubishi,11500.0,crossover,142,2.4,Petrol,yes,2006,Outlander,full
3130,Geely,3100.0,sedan,160,1.5,Petrol,yes,2007,CK,front
3131,Volkswagen,6999.0,hatch,195,1.4,Diesel,yes,2004,Golf V,front
3132,Chevrolet,5500.0,hatch,83,1.5,Petrol,yes,2009,Aveo,front
3133,Volkswagen,21500.0,crossover,178,3.0,Diesel,yes,2008,Touareg,full
3134,Daewoo,4300.0,sedan,80,1.3,Gas,yes,2012,Sens,front
3135,BMW,0.0,crossover,1,3.0,Diesel,yes,2016,X6,full
3136,Honda,11000.0,sedan,180,1.8,Petrol,yes,2009,Civic,front
3137,Opel,7400.0,sedan,182,1.8,Petrol,yes,2007,Vectra C,front
3138,Volkswagen,6500.0,sedan,190,1.9,Diesel,yes,2006,Caddy ãðóç.,front
3139,Nissan,2100.0,hatch,170,2.2,Diesel,no,2001,Almera,front
3140,Chevrolet,5350.0,crossover,140,1.7,Petrol,yes,2008,Niva,full
3141,Nissan,6600.0,crossover,288,2.8,Diesel,no,2000,Patrol,full
3142,Audi,12500.0,sedan,165,2.4,Petrol,yes,2006,A6,front
3143,Daewoo,4999.0,sedan,144,1.6,Gas,yes,2007,Lanos,front
3144,Opel,1699.0,vagon,241,1.7,Diesel,no,1998,Astra G,front
3145,Nissan,6400.0,crossover,240,3.0,Diesel,no,2000,Patrol,full
3146,Subaru,14600.0,crossover,93,3.6,Petrol,yes,2008,Tribeca,full
3147,BMW,36300.0,crossover,83,3.5,Petrol,yes,2010,X6,full
3148,Mercedes-Benz,0.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,full
3149,Volkswagen,0.0,crossover,90,3.6,Petrol,yes,2008,Touareg,full
3150,Hyundai,7800.0,hatch,58,1.4,Petrol,yes,2011,i30,front
3151,Land Rover,0.0,crossover,0,3.0,Other,yes,2016,Range Rover Sport,full
3152,Kia,9450.0,hatch,182,2.0,Petrol,yes,2006,Sportage,full
3153,Lexus,0.0,crossover,0,4.5,Diesel,yes,2016,LX 450,full
3154,Hyundai,15500.0,crossover,135,3.8,Gas,yes,2009,ix55 (Veracruz),full
3155,Kia,13000.0,sedan,13,1.4,Petrol,yes,2015,Rio,front
3156,Daewoo,3667.95,hatch,58,0.8,Petrol,yes,2006,Matiz,front
3157,Audi,6557.85,sedan,327,4.2,Gas,yes,2000,A8,full
3158,Lexus,15299.0,crossover,162,3.3,Petrol,yes,2006,RX 330,full
3159,Kia,8500.0,sedan,153,2.0,Gas,yes,2007,Magentis,front
3160,Daewoo,4500.0,sedan,65,1.5,Petrol,yes,2013,Lanos,front
3161,Volkswagen,61000.0,crossover,2,3.0,Diesel,yes,2016,Touareg,full
3162,Seat,10300.0,hatch,170,2.0,Petrol,yes,2008,Leon,front
3163,ZAZ,5200.0,sedan,53,1.5,Gas,yes,2012,Lanos,front
3164,Mercedes-Benz,129999.0,sedan,37,4.7,Petrol,yes,2014,S 500,full
3165,Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006,E-Class,rear
3166,VAZ,5700.0,hatch,97,1.6,Petrol,yes,2012,2172,front
3167,Volkswagen,1850.0,vagon,270,1.9,Diesel,yes,2000,Passat B5,front
3168,BMW,25800.0,sedan,203,2.0,Diesel,yes,2010,520,rear
3169,Opel,1800.0,vagon,390,2.3,Diesel,yes,1989,Omega,rear
3170,Opel,4000.0,sedan,215,2.0,Petrol,yes,1997,Omega,rear
3171,Mercedes-Benz,11400.0,sedan,220,5.0,Petrol,yes,2004,S 500,full
3172,Ford,1750.0,sedan,250,1.4,Petrol,yes,1993,Orion,front
3173,Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010,Caddy ïàññ.,front
3174,Mercedes-Benz,29900.0,sedan,83,2.2,Diesel,yes,2012,E-Class,rear
3175,Skoda,10500.0,hatch,152,2.0,Petrol,yes,2008,Octavia A5,front
3176,BMW,5900.0,vagon,220,2.8,Petrol,yes,1995,520,rear
3177,Volkswagen,2000.0,sedan,300,1.3,Petrol,yes,1988,Jetta,front
3178,Subaru,13999.0,crossover,130,2.0,Petrol,yes,2011,Legacy,full
3179,BMW,7200.0,sedan,448,3.0,Petrol,yes,1996,730,rear
3180,Renault,6800.0,van,119,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
3181,Mercedes-Benz,17999.0,van,260,2.2,Diesel,yes,2013,Sprinter 316 ãðóç.,rear
3182,BMW,4100.0,hatch,160,1.6,Petrol,yes,2004,1 Series,
3183,Skoda,11111.0,sedan,99,1.6,Petrol,yes,2011,Octavia A5,front
3184,Skoda,7300.0,other,0,,Other,yes,2012,Fabia,
3185,Renault,4100.0,van,190,1.9,Diesel,yes,2002,Kangoo ïàññ.,front
3186,BMW,29900.0,sedan,175,2.0,Diesel,yes,2011,520,rear
3187,Skoda,3800.0,hatch,150,1.2,Petrol,yes,2006,Fabia,front
3188,Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010,E-Class,rear
3189,BMW,12900.0,sedan,200,2.5,Petrol,yes,2006,523,rear
3190,Kia,3000.0,sedan,331,1.5,Gas,yes,1996,Sephia,front
3191,Peugeot,5700.0,hatch,137,1.4,Petrol,yes,2007,206,front
3192,Kia,9300.0,sedan,72,2.0,Gas,yes,2007,Magentis,front
3193,Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015,E-Class,full
3194,Honda,10300.0,sedan,134,1.8,Gas,yes,2008,Civic,front
3195,Skoda,8900.0,vagon,130,1.2,Diesel,yes,2012,Fabia,front
3196,Hyundai,8599.0,hatch,95,1.6,Diesel,yes,2009,i30,front
3197,Alfa Romeo,12100.0,sedan,91,2.2,Petrol,yes,2008,159,front
3198,Ford,10900.0,hatch,53,1.0,Petrol,yes,2013,Focus,front
3199,Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994,Passat B4,front
3200,Renault,10200.0,hatch,70,1.5,Diesel,yes,2013,Sandero,front
3201,Daewoo,3850.0,sedan,45,1.3,Petrol,yes,2011,Sens,
3202,Volkswagen,8500.0,sedan,220,2.0,Other,yes,2005,Passat B5,front
3203,Opel,9500.0,other,157,2.0,Diesel,yes,2011,Vivaro ãðóç.,front
3204,BMW,8200.0,sedan,287,2.5,Gas,yes,1999,525,rear
3205,Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005,Caddy ïàññ.,front
3206,Audi,4649.0,vagon,350,,Diesel,yes,2000,A6,full
3207,Hyundai,8100.0,hatch,72,1.4,Gas,yes,2008,i30,front
3208,BMW,39500.0,vagon,93,2.0,Diesel,yes,2012,525,full
3209,Renault,800.0,van,200,1.9,Diesel,no,1997,Scenic,front
3210,Honda,10500.0,sedan,138,1.8,Gas,yes,2008,Civic,front
3211,Opel,2500.0,vagon,269,2.2,Diesel,no,2001,Omega,rear
3212,Opel,1500.0,hatch,240,1.8,Petrol,no,1998,Vectra B,front
3213,Audi,0.0,vagon,156,3.0,Diesel,yes,2009,A6,full
3214,Volkswagen,2900.0,vagon,257,1.9,Diesel,no,2003,Passat B5,front
3215,Opel,10800.0,hatch,168,1.7,Diesel,yes,2010,Astra J,front
3216,Opel,4300.0,sedan,370,2.0,Gas,yes,1997,Omega,rear
3217,Subaru,3200.0,sedan,270,2.0,Petrol,yes,1994,Legacy,front
3218,Daewoo,3350.0,sedan,148,1.3,Gas,yes,2013,Sens,front
3219,Mazda,6799.0,van,190,2.0,Diesel,yes,2003,MPV,front
3220,Mercedes-Benz,18200.0,sedan,103,2.0,Gas,yes,2007,C-Class,rear
3221,BMW,16500.0,sedan,150,2.5,Petrol,yes,2005,325,
3222,Opel,11900.0,van,111,2.0,Diesel,yes,2013,Vivaro ãðóç.,front
3223,Opel,3500.0,sedan,250,2.2,Diesel,yes,2001,Omega,rear
3224,Skoda,25000.0,sedan,47,1.8,Petrol,yes,2014,Octavia A7,front
3225,Ford,3999.0,van,324,2.5,Diesel,yes,1994,Transit ïàññ.,rear
3226,Audi,16000.0,sedan,180,3.0,Diesel,yes,2006,A6,full
3227,Mazda,8900.0,sedan,150,2.0,Gas,yes,2004,6,front
3228,Renault,0.0,vagon,117,1.5,Diesel,yes,2007,Grand Scenic,front
3229,Mercedes-Benz,3300.0,sedan,330,2.0,Gas,yes,1988,190,rear
3230,Mercedes-Benz,17800.0,sedan,73,3.0,Petrol,yes,2008,C-Class,full
3231,Opel,4700.0,sedan,278,1.8,Gas,yes,1996,Vectra B,
3232,Subaru,11000.0,hatch,70,2.0,Petrol,yes,2008,Impreza,full
3233,Land Rover,23000.0,crossover,140,2.7,Diesel,yes,2007,Range Rover Sport,full
3234,Skoda,2600.0,vagon,93,1.4,Petrol,no,2001,Fabia,front
3235,Mazda,10000.0,sedan,162,1.6,Petrol,yes,2006,3,front
3236,Skoda,2800.0,vagon,223,1.9,Diesel,no,2000,Octavia Tour,front
3237,Jaguar,47794.5,sedan,2,2.0,Diesel,yes,2015,XF,rear
3238,Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000,Golf IV,front
3239,Suzuki,10300.0,other,122,2.0,Petrol,yes,2007,Grand Vitara,
3240,Peugeot,5800.0,sedan,86,1.4,Petrol,yes,2008,206,front
3241,Renault,10700.0,van,150,1.9,Diesel,yes,2006,Trafic ïàññ.,front
3242,Opel,5400.0,sedan,272,1.8,Petrol,yes,1998,Vectra B,front
3243,Skoda,9200.0,vagon,176,1.9,Diesel,yes,2007,Octavia A5,front
3244,Mazda,18900.0,sedan,10,1.5,Petrol,yes,2014,3,front
3245,Honda,22000.0,sedan,0,1.6,Petrol,yes,2016,Civic,front
3246,Nissan,3600.0,vagon,240,1.6,Petrol,yes,1992,Sunny,front
3247,Ford,6900.0,van,74,1.8,Diesel,yes,2011,Transit Connect ãðóç.,front
3248,Skoda,1850.0,sedan,240,1.9,Diesel,no,1998,Octavia,front
3249,BMW,2750.0,vagon,254,2.8,Gas,no,1997,528,rear
3250,Renault,6750.0,van,140,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
3251,Skoda,5600.0,hatch,128,1.2,Petrol,yes,2006,Fabia,front
3252,Kia,4200.0,crossover,250,2.5,Diesel,no,2005,Sorento,full
3253,Skoda,16000.0,crossover,81,1.8,Petrol,yes,2012,Yeti,full
3254,Renault,6100.0,van,280,90.0,Diesel,yes,2008,Kangoo ïàññ.,front
3255,Hyundai,18999.0,crossover,48,2.0,Gas,yes,2011,IX35,full
3256,Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016,Pajero Sport,full
3257,Mazda,11800.0,sedan,95,2.0,Other,yes,2008,6,front
3258,Renault,6750.0,other,110,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
3259,Honda,9600.0,sedan,126,1.8,Petrol,yes,2008,Civic,front
3260,GMC,40999.0,van,130,5.3,Petrol,yes,2010,Savana,full
3261,Toyota,11707.8,hatch,1,1.0,Petrol,yes,2016,Yaris,front
3262,Skoda,7500.0,sedan,175,1.6,Petrol,yes,2006,Octavia Tour,front
3263,ZAZ,6061.38,sedan,1,1.3,Gas,yes,2015,Sens,front
3264,BMW,6000.0,sedan,300,2.8,Petrol,yes,1996,528,rear
3265,Toyota,8200.0,crossover,212,2.0,Gas,yes,2003,Rav 4,full
3266,Peugeot,19000.0,crossover,13,1.6,Petrol,yes,2015,2008,front
3267,Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007,Galant,front
3268,Skoda,13100.0,hatch,86,1.8,Petrol,yes,2012,Octavia A5,front
3269,Mitsubishi,2900.0,hatch,300,1.8,Petrol,yes,1989,Galant,front
3270,Audi,4000.0,vagon,234,2.5,Diesel,no,2001,A6,front
3271,Chevrolet,5999.0,other,113,,Petrol,yes,2008,Aveo,front
3272,Opel,8000.0,van,200,1.9,Diesel,yes,2003,Vivaro ãðóç.,front
3273,Ford,11000.0,hatch,34,1.6,Petrol,yes,2012,Focus,front
3274,Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012,E-Class,rear
3275,Mazda,7200.0,sedan,185,2.0,Petrol,yes,2006,6,
3276,Lincoln,10000.0,sedan,237,4.6,Gas,yes,2000,Town Car,rear
3277,Hyundai,6600.0,sedan,82,1.4,Petrol,yes,2006,Accent,front
3278,Mercedes-Benz,13400.0,sedan,105,1.8,Petrol,yes,2006,E-Class,rear
3279,Skoda,10750.0,hatch,79,1.8,Petrol,yes,2010,Octavia A5,front
3280,Hyundai,0.0,sedan,27,5.0,Petrol,yes,2013,Genesis,rear
3281,Mercedes-Benz,199999.0,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
3282,Mazda,7200.0,sedan,127,1.6,Other,yes,2005,3,front
3283,Land Rover,95555.0,crossover,0,3.0,Diesel,yes,2016,Range Rover Sport,full
3284,Opel,8000.0,sedan,280,2.5,Diesel,yes,1996,Omega,rear
3285,Mercedes-Benz,129999.0,crossover,0,4.67,Petrol,yes,2016,GLS 500,full
3286,Audi,89999.0,crossover,0,3.0,Diesel,yes,2015,Q7,full
3287,MINI,20500.0,hatch,23,1.6,Petrol,yes,2014,Cooper,front
3288,BMW,49000.0,vagon,56,5.0,Petrol,yes,2007,M5,rear
3289,Renault,6500.0,van,127,1.5,Diesel,yes,2011,Kangoo ãðóç.,front
3290,Hyundai,7000.0,hatch,84,1.6,Petrol,yes,2008,Getz,front
3291,Mercedes-Benz,4400.0,sedan,160,2.7,Diesel,no,2000,E-Class,rear
3292,Mercedes-Benz,6500.0,sedan,270,2.8,Gas,yes,1999,E-Class,rear
3293,Skoda,13200.0,hatch,160,1.8,Petrol,yes,2011,Octavia A5,front
3294,Citroen,8499.0,other,20,1.2,Petrol,yes,2013,C-Elysee,front
3295,Renault,2200.0,other,155,1.6,Petrol,no,2004,Scenic,front
3296,Ford,2300.0,van,176,2.0,Gas,no,2000,Galaxy,front
3297,Renault,7700.0,van,125,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
3298,Honda,9500.0,hatch,127,2.0,Petrol,yes,2008,Civic,front
3299,Volkswagen,1400.0,other,212,1.8,Gas,no,1999,Golf IV,front
3300,Mazda,8000.0,sedan,175,1.6,Gas,yes,2006,3,front
3301,Daewoo,6000.0,hatch,11,1.5,Gas,yes,2013,Lanos,front
3302,Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001,Golf IV,front
3303,Volkswagen,9300.0,sedan,148,2.0,Petrol,yes,2006,Passat B6,front
3304,Opel,5500.0,van,298,,Diesel,yes,2005,Combo ïàññ.,front
3305,Ford,11800.0,hatch,45,1.6,Petrol,yes,2013,Focus,front
3306,Citroen,7200.0,van,185,1.6,Diesel,yes,2012,Berlingo ãðóç.,front
3307,Renault,7245.0,sedan,87,1.4,Petrol,yes,2008,Megane,
3308,Audi,6500.0,sedan,365,4.2,Gas,yes,1995,A8,full
3309,Skoda,10000.0,sedan,184,1.9,Diesel,yes,2008,Octavia Tour,front
3310,Mazda,20000.0,sedan,24,1.5,Petrol,yes,2014,3,front
3311,Skoda,6200.0,sedan,188,1.6,Petrol,yes,2005,Octavia Tour,front
3312,SsangYong,12500.0,crossover,133,2.7,Diesel,yes,2009,Rexton II,full
3313,Mercedes-Benz,15800.0,other,264,2.2,Other,yes,2009,Vito ïàññ.,rear
3314,Volkswagen,10800.0,sedan,63,20.0,Petrol,yes,2007,Passat B6,front
3315,Mercedes-Benz,8500.0,sedan,500,3.2,Diesel,yes,2000,E-Class,rear
3316,BMW,6800.0,sedan,4,2.8,Gas,yes,1995,528,rear
3317,Skoda,10900.0,sedan,167,1.2,Petrol,yes,2011,Octavia A5,front
3318,Subaru,12803.0,crossover,150,,Gas,yes,2006,Tribeca,full
3319,Daewoo,5200.0,hatch,58,1.5,Petrol,yes,2013,Lanos,front
3320,Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014,C-Class,rear
3321,Ford,6999.0,hatch,91,1.4,Petrol,yes,2007,Fusion,front
3322,Aston Martin,125000.0,sedan,18,6.0,Petrol,yes,2012,Rapide,rear
3323,Skoda,7400.0,vagon,132,1.8,Petrol,yes,2006,Octavia Tour,full
3324,Toyota,9999.0,sedan,225,3.0,Gas,yes,2004,Camry,front
3325,BMW,6300.0,sedan,330,2.5,Petrol,yes,1999,525,rear
3326,Opel,7600.0,van,239,2.0,Diesel,yes,2007,Vivaro ãðóç.,front
3327,Hyundai,5400.0,hatch,158,1.4,Petrol,yes,2005,Getz,front
3328,Ford,8500.0,sedan,100,2.0,Diesel,yes,2003,Mondeo,front
3329,Renault,10500.0,vagon,250,1.5,Diesel,yes,2011,Megane,front
3330,Opel,5700.0,sedan,135,14.0,Petrol,yes,2005,Astra G,front
3331,Citroen,9950.0,van,196,99.99,Diesel,yes,2008,Jumpy ïàññ.,front
3332,Skoda,7000.0,hatch,300,1.6,Petrol,yes,2007,Octavia Tour,front
3333,Chevrolet,6400.0,sedan,172,1.8,Gas,yes,2008,Lacetti,front
3334,Peugeot,6928.35,hatch,68,1.0,Petrol,yes,2012,107,front
3335,ËUAZ,0.0,other,10,1.5,Petrol,yes,1991,969 Âîëûíü,full
3336,Mercedes-Benz,15500.0,van,75,2.0,Diesel,yes,2011,Vito ãðóç.,rear
3337,VAZ,0.0,crossover,263,1.6,Petrol,yes,1989,2121,full
3338,Daewoo,4700.0,sedan,160,1.5,Gas,yes,2008,Lanos,front
3339,Skoda,9200.0,sedan,136,1.9,Diesel,yes,2008,Octavia Tour,front
3340,VAZ,8000.0,crossover,40,1.7,Petrol,yes,2010,2121,full
3341,Honda,11400.0,sedan,128,2.0,Petrol,yes,2007,Accord,front
3342,Mitsubishi,8600.0,sedan,145,2.0,Petrol,yes,2009,Lancer X,front
3343,Volkswagen,13708.5,hatch,51,1.4,Petrol,yes,2014,Polo,front
3344,Toyota,39900.0,crossover,94,4.0,Gas,yes,2010,Land Cruiser Prado,full
3345,Daewoo,5000.0,sedan,37,1.5,Petrol,yes,2009,Lanos,
3346,Opel,3700.0,sedan,355,1.6,Other,yes,1996,Vectra B,front
3347,Opel,2100.0,vagon,111,1.4,Gas,yes,1988,Kadett,front
3348,Daewoo,2450.0,sedan,180,1.5,Petrol,yes,2005,Nexia,front
3349,Mazda,12000.0,crossover,130,,Other,yes,2008,CX-7,
3350,Volkswagen,12500.0,sedan,177,,Petrol,yes,2008,Passat B6,front
3351,Renault,2400.0,hatch,1,2.0,Petrol,no,2002,Laguna,front
3352,Honda,9000.0,sedan,113,1.8,Gas,yes,2008,Civic,front
3353,Citroen,3400.0,van,299,1.6,Diesel,yes,2007,Berlingo ãðóç.,front
3354,Chery,2800.0,hatch,76,1.1,Petrol,yes,2007,QQ,front
3355,Peugeot,9800.0,vagon,170,1.6,Diesel,yes,2011,308,front
3356,Mitsubishi,7900.0,sedan,238,2.0,Gas,yes,2008,Lancer X,front
3357,Honda,30500.0,sedan,24,2.4,Petrol,yes,2015,Accord,front
3358,Ford,17000.0,crossover,60,2.5,Petrol,yes,2011,Kuga,full
3359,Opel,8700.0,van,197,1.9,Diesel,yes,2006,Vivaro ïàññ.,front
